0,1,0,0,0,0,0,0,0,-0,0,0,0,0.707106781186548,0,0.5,0.5,0,0,0,0,0,0,0,0
0.1,1,0,0,0,0,0,0,0,0,-2.33524333906192e-08,0.00153022417676989,0.00152682225365718,0.707106781186548,0,0.5,0.5,0,0,0,0,-4.0827173361197,-4.08283355038841,-7.89038471243006,-0.275166174078053
0.6,0.99999996401585,-2.90478370265109e-09,0.000189904362703242,0.000189485174385957,-2.86838791263584e-07,-1.16041254388585e-08,0.000756884926077839,0.000755220200448197,-1.71072583434779e-06,-2.31707214075764e-08,0.00149743352750763,0.00149417593754834,0.707106781186548,0,0.5,0.5,17.9513591827246,17.9518725940243,34.6937283636216,1.20950341312734,-3.99542111168228,-3.99553646684255,-7.72149677923133,-0.269460799293503
1.6,0.99999716758985,-2.62304135543087e-08,0.00168480728474419,0.00168114148396638,-7.47224409235307e-06,-3.52700775342903e-08,0.00222233401585896,0.00221755183812268,-1.46778513936773e-05,-2.44970893457299e-08,0.0014339073121026,0.00143092766951691,0.707106781186548,0,0.5,0.5,52.7106655667177,52.7122298654086,101.869078996569,3.55381643555774,-3.82634360461075,-3.82646669280489,-7.39440359292977,-0.258406704485879
2.6,0.999978757986627,-7.41936429184181e-08,0.00461382533076116,0.00460393216001323,-3.33848455179922e-05,-6.11608991108902e-08,0.00362553010719209,0.00361790163868783,-3.88778912866175e-05,-2.75145563645545e-08,0.00137286861916636,0.00137015356280299,0.707106781186548,0,0.5,0.5,85.9981295008668,86.0008649914298,166.197052026305,5.80194246599203,-3.66416759168666,-3.66430978174536,-7.08067884489677,-0.247798528535243
3.6,0.999920671605615,-1.49762926901117e-07,0.00891588556322243,0.00889704897011177,-8.84244059511284e-05,-9.06656374080475e-08,0.00496876502238554,0.00495854874908207,-7.26720683070472e-05,-3.16340771175518e-08,0.00131390822004765,0.0013114458090537,0.707106781186548,0,0.5,0.5,117.872195430447,117.876317631905,227.790860914709,7.95765214764341,-3.50821622306712,-3.50838760224659,-6.77901200587933,-0.237591819434378
4.6,0.999789238216471,-2.57015550725284e-07,0.0145319857859038,0.0145017425015668,-0.000181429401875606,-1.24626459095388e-07,0.0062538732883432,0.00624131656705563,-0.000114571467381834,-3.63479315366338e-08,0.00125652600086951,0.00125430594697245,0.707106781186548,0,0.5,0.5,148.384714375344,148.390523483854,286.750954881262,10.0242829779362,-3.35768806159485,-3.35789762061229,-6.48785183669465,-0.227733845512494
5.6,0.999542672455714,-4.00628426358747e-07,0.0214046968562686,0.0213608261174473,-0.000319811449002163,-1.63411043353263e-07,0.007482156211747,0.00746749699339157,-0.000163206140060496,-4.1211972787957e-08,0.00120016014141267,0.00119817393396632,0.707106781186548,0,0.5,0.5,177.579969688006,177.587841492185,343.163136809299,12.0046743708924,-3.21168653277505,-3.21194230817985,-6.20546333974371,-0.218165501211196
6.6,0.999132446302917,-5.8543255524005e-07,0.0294776029719046,0.0294181180131603,-0.000509659023212189,-2.0696770536673e-07,0.00865433311185184,0.00863780174346063,-0.000217294836916612,-4.58289774061667e-08,0.00114421245037019,0.00114245339131133,0.707106781186548,0,0.5,0.5,205.493951657462,205.504329542804,397.097162373015,13.9011188272512,-3.06924658967031,-3.06955576711531,-5.92997932067961,-0.208823036106006
7.6,0.998504572694599,-8.16014566636214e-07,0.038694705358285,0.0386178467103808,-0.000755811789361276,-2.54864727684411e-07,0.009770516434031,0.00975233745623105,-0.000275616686848721,-4.98338142182448e-08,0.0010880709593824,0.00108653412106117,0.707106781186548,0,0.5,0.5,232.153859484023,232.167247195514,448.605778823133,15.7153278564043,-2.92935931959568,-2.92972830178658,-5.65944796672032,-0.199639654661937
