0,1,1,1,50,50,50
0.0139817821372389,1,1,1,50,50,50
0.0838906928234332,1,1,1,50,50,50
0.433435246254405,1,1,1,50,50,50
2.18115801340926,1,1,1,50,50,50
6.49814365013936,1,1,1,50,50,50
12.4809702419365,1,1,1,50,50,50
18.6418378013667,1,1,1,50,50,50
27.7473677968748,1,1,1,50,50,50
41.047169291557,1,1,1,50,50,50
59.273985383595,1,1,1,50,50,50
83.2019244017389,1,1,1,50,50,50
112.752234848498,1,1,1,50,50,50
139.642908852539,1,1,1,50,50,50
166.533582856579,1,1,1,50,50,50
193.909119012679,1,1,1,50,50,50
223.794937617789,1,1,1,50,50,50
259.692900358837,1,1,1,50,50,50
299.692900358837,1,1,1,50,50,50
339.692900358837,1,1,1,50,50,50
379.692900358837,1,1,1,50,50,50
419.692900358837,1,1,1,50,50,50
459.692900358837,1,1,1,50,50,50
499.692900358837,1,1,1,50,50,50
539.692900358837,1,1,1,50,50,50
579.692900358837,1,1,1,50,50,50
619.692900358837,1,1,1,50,50,50
659.692900358837,1,1,1,50,50,50
699.692900358837,1,1,1,50,50,50
739.692900358837,1,1,1,50,50,50
779.692900358837,1,1,1,50,50,50
819.692900358837,1,1,1,50,50,50
859.692900358837,1,1,1,50,50,50
899.692900358837,1,1,1,50,50,50
939.692900358837,1,1,1,50,50,50
979.692900358837,1,1,1,50,50,50
1019.69290035884,1,1,1,50,50,50
1059.69290035884,1,1,1,50,50,50
1099.69290035884,1,1,1,50,50,50
1139.69290035884,1,1,1,50,50,50
1179.69290035884,1,1,1,50,50,50
1219.69290035884,1,1,1,50,50,50
1259.69290035884,1,1,1,50,50,50
1299.69290035884,1,1,1,50,50,50
1339.69290035884,1,1,1,50,50,50
1379.69290035884,1,1,1,50,50,50
1419.69290035884,1,1,1,50,50,50
1459.69290035884,1,1,1,50,50,50
1499.69290035884,1,1,1,50,50,50
1539.69290035884,1,1,1,50,50,50
1579.69290035884,1,1,1,50,50,50
1619.69290035884,1,1,1,50,50,50
1659.69290035884,1,1,1,50,50,50
1699.69290035884,1,1,1,50,50,50
1739.69290035884,1,1,1,50,50,50
1779.69290035884,1,1,1,50,50,50
1819.69290035884,1,1,1,50,50,50
1859.69290035884,1,1,1,50,50,50
1899.69290035884,1,1,1,50,50,50
1939.69290035884,1,1,1,50,50,50
1979.69290035884,1,1,1,50,50,50
2000,1,1,1,50,50,50
